,seg,bu,platform,category,line,set,set id,cat 11
244,INT,SUR,Biosurgery,TissuePatch,TissuePatch,TissuePatchSF,PH240134241023,
245,INT,PI,Peripheral Vascular Disease,PAD Mechanical,Seeker,Seeker,PH240113741026,
246,INT,SUR,Infection Prevention - Surgical,Hair Removal,Clippers,Clipper Hardware,PH230200041702,
247,INT,UCC,Endourology,Stone Disposables,Dilation Products,Access Sheath,PH240152141002,
248,INT,UCC,Total Acute Urology,Urological Drainage,IC Temp Sensing Silicone Trays,Surestep Sil Ic Tray W/UMStatlock,PH240152141133,
249,INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,Uro 3-Way 30cc,PH240152141186,
250,INT,PI,BD PI Other,OEM,Clearstream OEM,OEM Clearstream Catheters,PH240110541062,
251,INT,PI,Oncology,Ports,Ports,Powerport MRI,PH240111041028,
252,INT,UCC,Total Acute Urology,Urological Drainage,Other Urology,Airways/ Miscellaneous,PH240152141193,
253,INT,PI,Peripheral Vascular Disease,PAD Mechanical,Rotarex Catheters,Rotarex Catheters,PH240113741062,
254,INT,UCC,Total Acute Urology,Urological Drainage,IC Specialty Foley,IC 3-Way 5cc,PH240152141114,
255,INT,PI,Peripheral Vascular Disease,Stents PVD,E-Luminexx,E-Luminexx Vascular,PH240113741043,
256,INT,PI,Peripheral Vascular Disease,Heart,True Valvuloplasty,True Dilatation,PH240113741027,
257,INT,PI,Oncology,Drainage,Navarre,Navarre Accessories,PH240111041082,
258,INT,PI,Oncology,Catheter Group,Chronic CVC Catheters,Catheter Accessories,PH240111041034,
259,INT,UCC,Total Home Care Sales,Urology Home Care,Biopsy - BMD,Magnum Needle - BPV,PH240153141012,
260,INT,PI,Peripheral Vascular Disease,Stents PVD,Lifestent,LifeStent 5FR,PH240113741050,
261,INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,75cc,PH240152141180,
262,INT,UCC,Total Acute Urology,Urological Drainage,Midstream Collection Devices,Midstream Bens,PH240152141168,
263,INT,PI,Peripheral Vascular Disease,Venous,Cones/Snares,Snares,PH240112141031,
264,INT,SUR,Hernia,Ventral,Open Ventral,Ventrio ST,PH240131941039,
265,INT,UCC,Endourology,Stone Disposables,Stone Removal,Nitinol Disposable,PH240152141032,
266,INT,UCC,Total Acute Urology,Urological Drainage,Urethral Cath - Hospital Sales,Bard Red Rubber Hsp,PH240152141226,
267,INT,PI,Peripheral Vascular Disease,PTA PVD,Ultraverse,Ultraverse 014,PH240113741030,
268,INT,PI,Oncology,Ports,Ports,VAccess CT,PH240111041032,
269,INT,PI,Oncology,Biopsy Needles and Accessories,Core Needle Biopsy,Other Biopsy Needles,PH240111041052,
270,INT,UCC,Total Acute Urology,Urological Drainage,Other Urology,Catheter Plugs Large/Small,PH240152141194,
271,INT,PI,End Stage Kidney Disease,Stents and Stent Grafts ESKD,Covera,Covera,PH240112141038,
272,INT,SUR,Hernia,Complex Abdominal Wall Reconstruction,Phasix,Phasix ST,PH240131941009,
273,INT,UCC,Endourology,Stone Disposables,Balloons,Angiomed Guides,PH240152141000,
274,INT,PI,Peripheral Vascular Disease,Stents PVD,Lifestream,Lifestream,PH240113741051,
275,INT,UCC,Total Acute Urology,Urological Drainage,Latex Trays,Surestep Latex 350cc Tray,PH240152141160,
276,INT,UCC,Endourology,Stone Disposables,Ureterals,Polyureth Whistle,PH240152141037,
277,INT,SUR,Hernia,Ventral,Lap Ventral,Echo 2.0,PH240131941031,
278,INT,UCC,Total Acute Urology,Urological Drainage,Urethral Trays,Urethral W/Latex,PH240152141231,
279,INT,PI,Peripheral Vascular Disease,Venous,Venovo,Venovo (LD Venous Stent),PH240113741053,
280,INT,PI,Oncology,Ports,Ports,Powerport Slim,PH240111041029,
281,INT,UCC,Endourology,Endourology Other,Urology Procedure Trays,Provena Solo 4FR DL / 3FR SL,PH240152141060,
282,INT,SUR,Hernia,Ventral,Umbilical Ventral,Provena 4FR DL / 3FR SL,PH240131941021,
283,INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,Uro 2-Way 5cc,PH240152141185,
284,INT,SUR,Performance Irrigation and Other Surgery,Performance Irrigation,Laparoscopic,All Other,PH240130241008,
285,INT,PI,End Stage Kidney Disease,Stents and Stent Grafts ESKD,Fluency,Fluency,PH240112141041,
286,INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,Uro 3-Way 5cc,PH240152141187,
287,INT,PI,Oncology,Markers,Senomark Markers,Gel Mark,PH240111041071,
288,INT,UCC,Total BD UCC Other,Temporary Pacing Electrodes,Temporary Pacing Electrodes,Nbih & Goetz Electrodes,PH240154141029,
289,INT,SUR,Performance Irrigation and Other Surgery,Performance Irrigation,Pulsed Lavage,Simpulse Plus,PH240130241016,
290,INT,SUR,Hernia,Ventral,Lap Ventral,Ventralight ST W/ Echo PS LX,PH240131941035,
291,INT,PI,Oncology,Ports,Ports,Clearvue Bumpless,PH240111041017,
292,INT,SUR,Biosurgery,Surgical Sealants,Surgical Sealants,Progel Tips,PH240134241007,
293,INT,SUR,Hernia,Groin Hernia,Groin Open,Modified Kugel Patch,PH240131941049,
294,INT,PI,Peripheral Vascular Disease,Drug Coated Balloons PVD,Lutonix,Lutonix 018,PH240113741041,
295,INT,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,Silicone 400 Kits,PH240154141012,
296,INT,PI,Oncology,Brachy,Brachy Equipment,Third-party Equipment,PH240154141053,
297,INT,UCC,Total Acute Urology,Urological Drainage,Silicone Trays,W/Sil Coat W/UM,PH240152141217,
298,INT,PI,Oncology,BIOPSY,Biopsy Products,SOFT TISSUE MANUAL,PH230400041874,
299,INT,SUR,Hernia,Fixation,Absorbable Fixation,Optifix,PH240131941014,
300,INT,UCC,Total Home Care Sales,LMS Urology,Liberator - Other Basic Drainage,Other,PH240153141002,
301,INT,PI,Oncology,CHRONIC DRAINAGE,PERITX,PERITX CATHETERS,PH240111041092,
302,INT,PI,Peripheral Vascular Disease,PTA PVD,Other PTA,Halo One,PH240113741022,
303,INT,SUR,Hernia,Ventral,Other Ventral Synthetic,Ventral Soft Mesh,PH240131941030,
304,INT,PI,End Stage Kidney Disease,Drug Coated Balloons ESKD,Lutonix 035 (AV),Lutonix AV,PH240112141029,
305,INT,SUR,Hernia,Ventral,Lap Ventral,Ventralight ST W/ Echo PS,PH240131941034,
306,INT,UCC,Endourology,Stone Disposables,Ureterals,Polyureth Olive,PH240152141035,
307,INT,UCC,Total Acute Urology,Urological Drainage,IC Latex Trays,Surestep Brdx Ic W/350cc Urine Meter,PH240152141100,
308,INT,PI,Peripheral Vascular Disease,PTA PVD,Other PTA,Micro-Introducer Kit,PH240113741023,
309,INT,SUR,Performance Irrigation and Other Surgery,Performance Irrigation,Pulsed Lavage,Varicare,PH240130241018,
310,INT,UCC,Total Acute Urology,Urological Drainage,Latex Trays,Economy Add-A-Foley Tray,PH240152141148,
311,INT,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Polureth Olive,PH240152141019,
312,INT,PI,Peripheral Vascular Disease,Stents PVD,Lifestent,Lifestent Vascular,PH240113741049,
313,INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,3-Way 5cc,PH240152141176,
314,INT,UCC,Total Acute Urology,Urological Drainage,Urethral Cath - Hospital Sales,Bard Latex Int Cath,PH240152141225,
315,INT,PI,Oncology,Other Biopsy,Other Biopsy,Gamma Finders,PH240111041079,
316,INT,PI,Peripheral Vascular Disease,Peripheral Grafts,PV Grafts,Carboflo,PH240113741000,
317,INT,SUR,Hernia,Groin Hernia,Groin Open,Onflex,PH240131941051,
318,INT,SUR,Hernia,Complex Abdominal Wall Reconstruction,Phasix,Phasix Flat Mesh,PH240131941013,
319,INT,UCC,Endourology,Endourology Other,Urology Procedure Trays,Std Urology Tray,PH240152141059,
320,INT,SUR,Infection Prevention - Surgical,PurPrep,PurPrep,10.5 ml,PH230200041735,
321,INT,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,Miscellaneous Reliavac,PH240154141009,
322,INT,PI,Peripheral Vascular Disease,PTA PVD,UltraScore/Vascutrak,Ultrascore,PH240113741035,
323,INT,SUR,Infection Prevention - Surgical,Surgical Wound Irrigation,Surgiphor,Dual Irrigation Solution,PH230200041741,
324,INT,UCC,Targeted Temperature Management,TTM Other,Arctic Sun-Accessories,Arctic Sun-Accessories,PH240151141104,
325,INT,PI,End Stage Kidney Disease,Chronic Dialysis Catheters,Chronic Dialysis Accessories,Dialysis Accessories,PH240112141010,
326,INT,UCC,Total Acute Urology,Urological Drainage,Drain Bags,Bulk Non-Sterile 4L/B,PH240152141080,
327,INT,SUR,Hernia,Fixation,Absorbable Fixation,Optifix AT,PH240131941015,
328,INT,PI,BD PI Other,Peripheral Intervention Freight & Rebates,OUS Freight,OUS Freight,PH240110541002,
329,INT,PI,Oncology,Catheter Group,Chronic CVC Catheters,Powerhickman Catheters,PH240111041036,
330,INT,UCC,Endourology,Endourology Other,Urology Miscellaneous,Wov Ureth Coude,PH240152141047,
331,INT,UCC,Total Acute Urology,Urological Drainage,IC Lubrisil Trays,Surestep Lubri Ic Tray W/Um,PH240152141110,
332,INT,UCC,Endourology,Stone Disposables,Ureterals,Dual Lumen Ureteral Catheter,PH240152141033,
333,INT,PI,BD PI Other,Electrophysiology Products,Conventional,Woven BI/Quad,PH240110541043,
334,INT,UCC,Total Acute Urology,Urological Drainage,Latex Trays,Surestep Econ Add-A-Foley Tray,PH240152141158,
335,INT,UCC,Endourology,Stone Disposables,Stone Removal,Components - Labels/Inserts,PH240152141030,
336,INT,UCC,Total Acute Urology,Urological Drainage,IC Temp Sensing Silicone Strips,IC Temp Sensing Silicone Strip,PH240152141127,
337,INT,SUR,Hernia,Groin Hernia,Groin Open,Adhesix,PH240131941042,
338,INT,PI,Peripheral Vascular Disease,Stents PVD,Lifestar,Lifestar,PH240113741044,
339,INT,UCC,Total Home Care Sales,PureWick Home Care,PureWick Male Home Care,PureWick Male External HC,PH240153141076,
340,INT,UCC,Total Acute Urology,Urological Drainage,IC Specialty Foley,IC Xtra Heavy Wide,PH240152141116,
341,INT,UCC,Total BD UCC Other,Temporary Pacing Electrodes,Temporary Pacing Electrodes,Semi-Floater,PH240154141031,
342,INT,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Angiomed Ureterals,PH240152141012,
343,INT,PI,Oncology,Brachy,Brachy SourceLink,Source Cap,PH240154141056,
344,INT,UCC,Total Acute Urology,Urological Drainage,Silicone Trays,Surestep W/Sil Coat W/UM,PH240152141214,
345,INT,PI,Oncology,Catheter Group,Chronic CVC Catheters,Trifusion Apheresis Catheters,PH240111041038,
346,INT,UCC,Endourology,Visualization,Scopes - Aptra,Scopes - Aptra,PH240152241007,
347,INT,PI,End Stage Kidney Disease,Chronic Dialysis Catheters,Chronic Dialysis,Decathlon DF,PH240112141000,
348,INT,PI,End Stage Kidney Disease,Drug Coated Balloons ESKD,Lutonix 035 (AV),Lutonix LP AV,PH240112141053,
349,INT,PI,Peripheral Vascular Disease,PTA PVD,Ultraverse,Ultraverse RX,PH240113741033,
350,INT,UCC,Total Acute Urology,Urological Drainage,Other Urology,Urine Tubing,PH240152141201,
351,INT,PI,Oncology,Ports,Ports,Powerport,PH240111041023,
352,INT,PI,Oncology,Other Biopsy,Other Biopsy,Gamma Finder III Disposables,PH240111041108,
353,INT,UCC,Total Acute Urology,Urological Drainage,Criticore Temp Sensing Sil Strips,Sil Temp Sensing Strip,PH240152141074,
354,INT,PI,Oncology,Ports,Ports,Dual Lumen Ports,PH240111041019,
355,INT,UCC,Total Acute Urology,Urological Drainage,Foley Trays,Criticore Disp-Foley Trays,PH240152141085,
356,INT,UCC,Total Acute Urology,Urological Drainage,Urethral Cath - Hospital Sales,Bard Whistle Tip Int Cath,PH240152141227,
357,INT,PI,Oncology,Other IS,Distributed Non-IS,Distributed Non-IS,PH230400041897,
358,INT,UCC,Endourology,Stone Disposables,Stents,Multilength Stents,PH240152141026,
359,INT,UCC,Total Home Care Sales,Urology Home Care,Silicone Hydrophilic,Personal Cath Sil Hydro,PH240153141045,
360,INT,UCC,Endourology,Stone Disposables,Dilation Products,Phillips Follower,PH240152141007,
361,INT,PI,Oncology,Biopsy Needles and Accessories,TREK,TREK,PH240111041056,
362,INT,PI,Oncology,Vacuum Assisted,Encor Probes,Encor MRI Probes,PH240111041062,
363,INT,PI,End Stage Kidney Disease,Chronic Dialysis Catheters,Chronic Dialysis,Reliance XK,PH240112141007,
364,INT,PI,BD PI Other,OEM,Interventional OEM,Interventional OEM,PH240110541064,
365,INT,UCC,Total Home Care Sales,Urology Home Care,Non-Bard Drainage (BMD),Non-Bard Drainage (Bmd),PH240154141003,
366,INT,UCC,Endourology,Stone Disposables,Laser Technology,Holmium Laser Fibers,PH240152141010,
367,INT,UCC,Total Acute Urology,Urological Drainage,Criticore Accessories,Monitor Parts & Repair,PH240152141071,
368,INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,2-Way 30cc,PH240152141171,
369,INT,PI,End Stage Kidney Disease,Dialysis Access Grafts,AV Grafts,Access Grafts,PH240112141011,
370,INT,SUR,Hernia,Ventral,Lap Ventral,Sepramesh IP,PH240131941032,
371,INT,UCC,Total BD UCC Other,Airway,Specialty Tubes,Esph Tubes,PH240154141044,
372,INT,UCC,Total Acute Urology,Urological Drainage,IC Temp Sensing Latex Trays,Surestep Cc Bdx Ic Temp Sens,PH240152141124,
373,INT,UCC,Total Acute Urology,Urological Drainage,BladderScan,BBS Revolution,PH240152141241,
374,INT,UCC,Endourology,Stone Disposables,Stents,Silicone Stents,PH240152141028,
375,INT,PI,Oncology,Catheter Group,Chronic CVC Catheters,Groshong Catheters,PH240111041035,
376,INT,SUR,Performance Irrigation and Other Surgery,Performance Irrigation,Laparoscopic,Endoflo Irrigator,PH240130241009,
377,INT,PI,End Stage Kidney Disease,Dialysis Access Grafts,AV Grafts,Venaflo2,PH240112141013,
378,INT,PI,End Stage Kidney Disease,Chronic Dialysis Catheters,Chronic Dialysis,Pristine,PH240112141067,
379,INT,UCC,Total Home Care Sales,Urology Home Care,PVC Catheters,PVC Coude,PH240153141034,
380,INT,UCC,Targeted Temperature Management,Arctic Sun,Arctic Sun-Hardware,Arctic Sun-Hrdware Repl Parts,PH240151141026,
381,INT,SUR,Plastic & Reconstruction Surgery,Galatea,Galatea,GalaFLEX Lite,PH240131941086,
382,INT,PI,Oncology,Vacuum Assisted,Vacora Capital,Vacora Capital,PH240111041068,
383,INT,PI,Peripheral Vascular Disease,Stents PVD,E-Luminexx,E-Luminexx Biliary,PH240113741042,
384,INT,PI,BD PI Other,Electrophysiology Products,Conventional,Electrode Specials,PH240110541033,
385,INT,PI,Peripheral Vascular Disease,Drug Coated Balloons PVD,Lutonix,Lutonix 220,PH240113741040,
386,INT,PI,Oncology,Ports,Ports,Powerport VUE MRI,PH240111041031,
387,INT,SUR,Plastic & Reconstruction Surgery,Galatea,Galatea,GalaFLEX,PH240131941083,
388,INT,PI,Oncology,Markers,Senomark Markers,Ultracor,PH240111041075,
389,INT,SUR,Hernia,Groin Hernia,Groin Open,Kugel Patch,PH240131941045,
390,INT,UCC,Total Acute Urology,Urological Drainage,Other Urology,Stylets,PH240152141200,
391,INT,PI,Peripheral Vascular Disease,Drug Coated Balloons PVD,Lutonix,Lutonix BTK,PH240113741037,
392,INT,SUR,Plastic & Reconstruction Surgery,Galatea,Galatea,GalaFLEX 3D,PH240131941084,
393,INT,PI,Peripheral Vascular Disease,Venous,Venclose,Venclose Maven Catheter,PH240113741091,
394,INT,PI,Peripheral Vascular Disease,Heart,True Valvuloplasty,True Flow Dilatation,PH240113741028,
395,INT,SUR,Hernia,Groin Hernia,Groin Open,Modified Onflex,PH240131941050,
396,INT,PI,Peripheral Vascular Disease,Drug Coated Balloons PVD,Lutonix,Lutonix 300mm,PH240113741063,
397,INT,UCC,Total Acute Urology,Urological Drainage,Silicone Trays,W/All Sil W/UM,PH240152141216,
398,INT,UCC,Total BD UCC Other,Wound Drainage,Other Drains - BMD,Sump Drains,PH240154141019,
399,INT,PI,Oncology,Ports,Ports,Apheresis Ports,PH240111041015,
400,INT,UCC,Total Acute Urology,Urological Drainage,Foley Trays,Surestep Cc Disp Foley Trays,PH240152141086,
401,INT,SUR,Biosurgery,TissuePatch,TissuePatch,TissuePatchDural,PH240134241024,
402,INT,UCC,Endourology,Stone Disposables,Ureterals,Polyureth Spiral,PH240152141036,
403,INT,PI,BD PI Other,Electrophysiology Products,Conventional,Woven Diag Multipole,PH240110541044,
404,INT,SUR,Hernia,Groin Hernia,Plugs,Phasix Plug,PH240131941052,
405,INT,PI,Peripheral Vascular Disease,Stents PVD,Lifestent,Lifestent 5mm,PH240113741047,
406,INT,SUR,Performance Irrigation and Other Surgery,Performance Irrigation,Laparoscopic,Streamline,PH240130241012,
407,INT,SUR,Plastic & Reconstruction Surgery,Galatea,Galatea,GalaFLEX 3DR,PH240131941085,
408,INT,PI,Peripheral Vascular Disease,Heart,True Valvuloplasty,Vida Dilatation,PH240113741029,
409,INT,UCC,Total Acute Urology,Urological Drainage,Other Urology,Clamps,PH240152141196,
410,INT,SUR,Hernia,Ventral,Lap Ventral,Composix LP,PH240131941037,
411,INT,PI,End Stage Kidney Disease,Chronic Dialysis Catheters,Chronic Dialysis,Hickman,PH240112141005,
412,INT,PI,Oncology,Ports,Ports,Custom Ports,PH240111041018,
413,INT,PI,End Stage Kidney Disease,Other Surgical ESKD,Other Surgical,Patches,PH240112141017,
414,INT,UCC,Total Acute Urology,Urological Drainage,Latex Trays,Kaiser Foley with Meter,PH240152141152,
415,INT,UCC,Total Acute Urology,Urological Drainage,Other Urology,Hand Help Temp/Miscellaneous,PH240152141197,
416,INT,SUR,Hernia,Complex Abdominal Wall Reconstruction,Phasix,Phasix ST with Echo,PH240131941011,
417,INT,UCC,Endourology,Stone Disposables,Dilation Products,Spiral Filiform,PH240152141008,
418,INT,UCC,Endourology,Stone Disposables,Balloons,Strt Filiform,PH240152141001,
419,INT,UCC,Total Acute Urology,Urological Drainage,Latex Trays,Kaiser Foley W/Bag,PH240152141151,
420,INT,PI,Peripheral Vascular Disease,Peripheral Grafts,PV Grafts,Distaflo,PH240113741001,
421,INT,SUR,Hernia,Ventral,Open Ventral,Ventrio,PH240131941040,
422,INT,PI,Oncology,Vacuum Assisted,Vacora Probes,Vacora 10G Needle,PH240111041066,
423,INT,SUR,Hernia,Fixation,Permanent Fixation,Permafix,PH240131941019,
424,INT,PI,End Stage Kidney Disease,Chronic Dialysis Catheters,Chronic Dialysis,Glidepath Slim,PH240112141050,
425,INT,PI,Oncology,Biopsy Needles and Accessories,Core Needle Biopsy,Other Biopsy,PH240111041051,
426,INT,UCC,Endourology,Stone Disposables,Dilation Products,Straight Filform,PH240152141009,
427,INT,SUR,Hernia,Complex Abdominal Wall Reconstruction,Phasix,Phasix Flat LX,PH240131941012,
428,INT,PI,Oncology,Brachy,Brachy Equipment,QuickLink,PH240154141058,
429,INT,PI,Peripheral Vascular Disease,Venous,Aspirex Catheters,Aspirex Catheters,PH240113741058,
430,INT,PI,Oncology,Vacuum Assisted,Encor Capital,Encor Enspire Capital,PH240111041057,
431,INT,PI,Oncology,Biopsy Needles and Accessories,Biopsy Needles and Accessories,Biopsy Needles and Accessories,PH240111041098,
432,INT,UCC,Total Acute Urology,Urological Drainage,Temp Sensing Latex Strips,Temp Sensing Strip Foley,PH240152141219,
433,INT,PI,Peripheral Vascular Disease,PAD Mechanical,Crosser Catheters,Crosser Peripheral,PH240113741011,
434,INT,UCC,Total Acute Urology,Urological Drainage,I/C Add-A-Foley,Surestep IC Add-A-Foley,PH240152141088,
435,INT,UCC,Total Acute Urology,Urological Drainage,IC Temp Sensing Silicone Trays,Surestepcc Sil IC Temp Sensing,PH240152141135,
436,INT,UCC,Endourology,Endourology Other,Urology Miscellaneous,Ureteroscopic Accessories,PH240152141055,
437,INT,UCC,Total Home Care Sales,Urology Home Care,Silicone Catheters,Convatec HC Foley,PH240153141068,
438,INT,PI,Peripheral Vascular Disease,Stents PVD,Valeo,Valeo,PH240113741052,
439,INT,UCC,Total Home Care Sales,Urology Home Care,Biopsy - BMD,Monopty,PH240153141014,
440,INT,PI,Peripheral Vascular Disease,PTA PVD,UltraScore/Vascutrak,Vascutrak,PH240113741034,
441,INT,SUR,Biosurgery,Surgical Sealants,Surgical Sealants,Tridyne,PH240134241008,
442,INT,UCC,Endourology,Endourology Other,Urology Procedure Trays,Neph Drain Set,PH240152141058,
443,INT,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Pezzers,PH240152141018,
444,INT,UCC,Total BD UCC Other,Airway,Specialty Tubes,Intestinal Tubes,PH240154141046,
445,INT,UCC,Total Acute Urology,Urological Drainage,Sensica Cartridge,Sensica UM Cartridge,PH240152141065,
446,INT,PI,End Stage Kidney Disease,Endo AVF,WavelinQ,WavelinQ 4 Fr,PH240112141044,
447,INT,UCC,Total Acute Urology,Urological Drainage,Urine Meter Bags,Urine Meter without Bag,PH240152141239,
448,INT,PI,Peripheral Vascular Disease,PTA PVD,BTK Master,BTK Master,PH240113741054,
