SEG,BU,Platform,Product Category,Product Line,Product Set ,Set ID,"Exemplar Product 
(Use)",,,
INT,PI,Oncology,Biopsy Needles and Accessories,Core Needle Biopsy,Evocore,PH240111041088,,,,Safety LOK (Safety Wingset)
INT,UCC,Total Acute Urology,Fecal Drainage,Fecal Rectal Tubes,Rectal Tubes,PH240152141064,,,,Purewick canister & tubing
INT,PI,Peripheral Vascular Disease,Drug Coated Balloons PVD,Lutonix,Lutonix SFA,PH240113741039,,,,Hypak for Antico
INT,PI,End Stage Kidney Disease,Chronic Dialysis Catheters,Chronic Dialysis,Equistream,PH240112141001,,,,Purewick catheter
INT,PI,Peripheral Vascular Disease,Heart,Clearsteam PTCA,PTCA Clearstream Balloons,PH240113741009,,,,Safety LOK (Safety Wingset)
INT,SUR,Hernia,Fixation,Absorbable Fixation,Sorbafix,PH240131941017,,,,Safety LOK (Safety Wingset)
INT,PI,Oncology,Diagnostic Trays,Trays,SAFETY TRAYS,PH230400041893,,,,Purewick catheter
INT,UCC,Total BD UCC Other,Airway,NG Tubes,NG Tube W/Lopez Valve,PH240154141034,,,,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Ureterals,Polyureth Cone,PH240152141034,,,,Purewick catheter
INT,PI,Oncology,Catheter Group,Chronic CVC Catheters,Broviac Hickman Leonard Catheters,PH240111041033,,,,Purewick catheter
INT,SUR,Biosurgery,Surgical Sealants,Surgical Sealants,Progel Kits,PH240134241006,,,,Purewick device
INT,SUR,Hernia,Groin Hernia,Groin Open,Preshapes,PH240131941055,,,,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Latex Trays,Economy Drainage Latex Tray,PH240152141149,,,,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Dilation Products,Heyman Followers,PH240152141006,,,,Plastipak
INT,PI,Oncology,Brachy,Brachy Seeds,Palladium Seeds,PH240154141055,,,,PowerPort
INT,PI,Oncology,Markers,Senomark Markers,Senomark,PH240111041072,,,,Safety LOK (Safety Wingset)
INT,PI,Peripheral Vascular Disease,PTA PVD,Ultraverse,Ultraverse 018,PH240113741031,,,,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Stents,Ureteral Stents,PH240152141029,,,,Purewick catheter
INT,SUR,Biosurgery,TissuePatch,TissuePatch,TissuePatchSF,PH240134241023,,,,PowerPort
INT,PI,Peripheral Vascular Disease,PAD Mechanical,Seeker,Seeker,PH240113741026,,,,Safety LOK (Safety Wingset)
INT,SUR,Infection Prevention - Surgical,Hair Removal,Clippers,Clipper Hardware,PH230200041702,,,,Safety LOK (Safety Wingset)
INT,UCC,Endourology,Stone Disposables,Dilation Products,Access Sheath,PH240152141002,,,,Plastipak
INT,UCC,Total Acute Urology,Urological Drainage,IC Temp Sensing Silicone Trays,Surestep Sil Ic Tray W/UMStatlock,PH240152141133,,,,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,Uro 3-Way 30cc,PH240152141186,,,,PowerPort
INT,PI,BD PI Other,OEM,Clearstream OEM,OEM Clearstream Catheters,PH240110541062,,,,Purewick catheter
INT,PI,Oncology,Ports,Ports,Powerport MRI,PH240111041028,,,,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Other Urology,Airways/ Miscellaneous,PH240152141193,,,,Purewick catheter
INT,PI,Peripheral Vascular Disease,PAD Mechanical,Rotarex Catheters,Rotarex Catheters,PH240113741062,,,,Hypak for Antico
INT,UCC,Total Acute Urology,Urological Drainage,IC Specialty Foley,IC 3-Way 5cc,PH240152141114,,,,Purewick catheter
INT,PI,Peripheral Vascular Disease,Stents PVD,E-Luminexx,E-Luminexx Vascular,PH240113741043,,,,PowerPort
INT,PI,Peripheral Vascular Disease,Heart,True Valvuloplasty,True Dilatation,PH240113741027,,,,Hypak for Antico
INT,PI,Oncology,Drainage,Navarre,Navarre Accessories,PH240111041082,,,,Purewick catheter
INT,PI,Oncology,Catheter Group,Chronic CVC Catheters,Catheter Accessories,PH240111041034,,,,Purewick catheter
INT,UCC,Total Home Care Sales,Urology Home Care,Biopsy - BMD,Magnum Needle - BPV,PH240153141012,,,,Safety LOK (Safety Wingset)
INT,PI,Peripheral Vascular Disease,Stents PVD,Lifestent,LifeStent 5FR,PH240113741050,,,,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,75cc,PH240152141180,,,,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Midstream Collection Devices,Midstream Bens,PH240152141168,,,,Purewick catheter
INT,PI,Peripheral Vascular Disease,Venous,Cones/Snares,Snares,PH240112141031,,,,Purewick catheter
INT,SUR,Hernia,Ventral,Open Ventral,Ventrio ST,PH240131941039,,,,Purewick device
INT,UCC,Endourology,Stone Disposables,Stone Removal,Nitinol Disposable,PH240152141032,,,,Purewick canister & tubing
INT,UCC,Total Acute Urology,Urological Drainage,Urethral Cath - Hospital Sales,Bard Red Rubber Hsp,PH240152141226,,,,Purewick catheter
INT,PI,Peripheral Vascular Disease,PTA PVD,Ultraverse,Ultraverse 014,PH240113741030,,,,Purewick catheter
INT,PI,Oncology,Ports,Ports,VAccess CT,PH240111041032,,,,PowerPort
INT,PI,Oncology,Biopsy Needles and Accessories,Core Needle Biopsy,Other Biopsy Needles,PH240111041052,,,,Safety LOK (Safety Wingset)
INT,UCC,Total Acute Urology,Urological Drainage,Other Urology,Catheter Plugs Large/Small,PH240152141194,,,,Plastipak
INT,PI,End Stage Kidney Disease,Stents and Stent Grafts ESKD,Covera,Covera,PH240112141038,,,,Hypak for Antico
INT,SUR,Hernia,Complex Abdominal Wall Reconstruction,Phasix,Phasix ST,PH240131941009,,,,Hypak for Antico
INT,UCC,Endourology,Stone Disposables,Balloons,Angiomed Guides,PH240152141000,,,,PowerPort
INT,PI,Peripheral Vascular Disease,Stents PVD,Lifestream,Lifestream,PH240113741051,,,,Hypak for Antico
INT,UCC,Total Acute Urology,Urological Drainage,Latex Trays,Surestep Latex 350cc Tray,PH240152141160,,,,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Ureterals,Polyureth Whistle,PH240152141037,,,,Purewick catheter
INT,SUR,Hernia,Ventral,Lap Ventral,Echo 2.0,PH240131941031,,,,Purewick device
INT,UCC,Total Acute Urology,Urological Drainage,Urethral Trays,Urethral W/Latex,PH240152141231,,,,Purewick catheter
INT,PI,Peripheral Vascular Disease,Venous,Venovo,Venovo (LD Venous Stent),PH240113741053,,,,Hypak for Antico
INT,PI,Oncology,Ports,Ports,Powerport Slim,PH240111041029,,,,PowerPort
INT,UCC,Endourology,Endourology Other,Urology Procedure Trays,Provena Solo 4FR DL / 3FR SL,PH240152141060,,,,Purewick catheter
INT,SUR,Hernia,Ventral,Umbilical Ventral,Provena 4FR DL / 3FR SL,PH240131941021,,,,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,Uro 2-Way 5cc,PH240152141185,,,,PowerPort
INT,SUR,Performance Irrigation and Other Surgery,Performance Irrigation,Laparoscopic,All Other,PH240130241008,,,,Purewick catheter
INT,PI,End Stage Kidney Disease,Stents and Stent Grafts ESKD,Fluency,Fluency,PH240112141041,,,,Hypak for Antico
INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,Uro 3-Way 5cc,PH240152141187,,,,PowerPort
INT,PI,Oncology,Markers,Senomark Markers,Gel Mark,PH240111041071,,,,Safety LOK (Safety Wingset)
INT,UCC,Total BD UCC Other,Temporary Pacing Electrodes,Temporary Pacing Electrodes,Nbih & Goetz Electrodes,PH240154141029,,,,Purewick catheter
INT,SUR,Performance Irrigation and Other Surgery,Performance Irrigation,Pulsed Lavage,Simpulse Plus,PH240130241016,,,,ChloraPrep
INT,SUR,Hernia,Ventral,Lap Ventral,Ventralight ST W/ Echo PS LX,PH240131941035,,,,Purewick device
INT,PI,Oncology,Ports,Ports,Clearvue Bumpless,PH240111041017,,,,PowerPort
INT,SUR,Biosurgery,Surgical Sealants,Surgical Sealants,Progel Tips,PH240134241007,,,,PowerPort
INT,SUR,Hernia,Groin Hernia,Groin Open,Modified Kugel Patch,PH240131941049,,,,PowerPort
INT,PI,Peripheral Vascular Disease,Drug Coated Balloons PVD,Lutonix,Lutonix 018,PH240113741041,,,,PowerPort
INT,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,Silicone 400 Kits,PH240154141012,,,,PowerPort
INT,PI,Oncology,Brachy,Brachy Equipment,Third-party Equipment,PH240154141053,,,,Safety LOK (Safety Wingset)
INT,UCC,Total Acute Urology,Urological Drainage,Silicone Trays,W/Sil Coat W/UM,PH240152141217,,,,Purewick catheter
INT,PI,Oncology,BIOPSY,Biopsy Products,SOFT TISSUE MANUAL,PH230400041874,,,,Neopak
INT,SUR,Hernia,Fixation,Absorbable Fixation,Optifix,PH240131941014,,,,Safety LOK (Safety Wingset)
INT,UCC,Total Home Care Sales,LMS Urology,Liberator - Other Basic Drainage,Other,PH240153141002,,,,Purewick catheter
INT,PI,Oncology,CHRONIC DRAINAGE,PERITX,PERITX CATHETERS,PH240111041092,,,,Purewick catheter
INT,PI,Peripheral Vascular Disease,PTA PVD,Other PTA,Halo One,PH240113741022,,,,PowerPort
INT,SUR,Hernia,Ventral,Other Ventral Synthetic,Ventral Soft Mesh,PH240131941030,,,,PowerPort
INT,PI,End Stage Kidney Disease,Drug Coated Balloons ESKD,Lutonix 035 (AV),Lutonix AV,PH240112141029,,,,PowerPort
INT,SUR,Hernia,Ventral,Lap Ventral,Ventralight ST W/ Echo PS,PH240131941034,,,,Purewick device
INT,UCC,Endourology,Stone Disposables,Ureterals,Polyureth Olive,PH240152141035,,,,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,IC Latex Trays,Surestep Brdx Ic W/350cc Urine Meter,PH240152141100,,,,Purewick catheter
INT,PI,Peripheral Vascular Disease,PTA PVD,Other PTA,Micro-Introducer Kit,PH240113741023,,,,PowerPort
INT,SUR,Performance Irrigation and Other Surgery,Performance Irrigation,Pulsed Lavage,Varicare,PH240130241018,,,,ChloraPrep
INT,UCC,Total Acute Urology,Urological Drainage,Latex Trays,Economy Add-A-Foley Tray,PH240152141148,,,,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Polureth Olive,PH240152141019,,,,Purewick catheter
INT,PI,Peripheral Vascular Disease,Stents PVD,Lifestent,Lifestent Vascular,PH240113741049,,,,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,3-Way 5cc,PH240152141176,,,,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Urethral Cath - Hospital Sales,Bard Latex Int Cath,PH240152141225,,,,Purewick catheter
INT,PI,Oncology,Other Biopsy,Other Biopsy,Gamma Finders,PH240111041079,,,,Plastipak
INT,PI,Peripheral Vascular Disease,Peripheral Grafts,PV Grafts,Carboflo,PH240113741000,,,,PowerPort
INT,SUR,Hernia,Groin Hernia,Groin Open,Onflex,PH240131941051,,,,PowerPort
INT,SUR,Hernia,Complex Abdominal Wall Reconstruction,Phasix,Phasix Flat Mesh,PH240131941013,,,,Hypak for Antico
INT,UCC,Endourology,Endourology Other,Urology Procedure Trays,Std Urology Tray,PH240152141059,,,,Purewick catheter
INT,SUR,Infection Prevention - Surgical,PurPrep,PurPrep,10.5 ml,PH230200041735,,,,Purewick catheter
INT,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,Miscellaneous Reliavac,PH240154141009,,,,PowerPort
INT,PI,Peripheral Vascular Disease,PTA PVD,UltraScore/Vascutrak,Ultrascore,PH240113741035,,,,PowerPort
INT,SUR,Infection Prevention - Surgical,Surgical Wound Irrigation,Surgiphor,Dual Irrigation Solution,PH230200041741,,,,ChloraPrep
INT,UCC,Targeted Temperature Management,TTM Other,Arctic Sun-Accessories,Arctic Sun-Accessories,PH240151141104,,,,Safety LOK (Safety Wingset)
INT,PI,End Stage Kidney Disease,Chronic Dialysis Catheters,Chronic Dialysis Accessories,Dialysis Accessories,PH240112141010,,,,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Drain Bags,Bulk Non-Sterile 4L/B,PH240152141080,,,,Purewick canister & tubing
INT,SUR,Hernia,Fixation,Absorbable Fixation,Optifix AT,PH240131941015,,,,Safety LOK (Safety Wingset)
INT,PI,BD PI Other,Peripheral Intervention Freight & Rebates,OUS Freight,OUS Freight,PH240110541002,,,"BU confirms, accounting term",
INT,PI,Oncology,Catheter Group,Chronic CVC Catheters,Powerhickman Catheters,PH240111041036,,,,Purewick catheter
INT,UCC,Endourology,Endourology Other,Urology Miscellaneous,Wov Ureth Coude,PH240152141047,,,,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,IC Lubrisil Trays,Surestep Lubri Ic Tray W/Um,PH240152141110,,,,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Ureterals,Dual Lumen Ureteral Catheter,PH240152141033,,,,Purewick catheter
INT,PI,BD PI Other,Electrophysiology Products,Conventional,Woven BI/Quad,PH240110541043,,,,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,Latex Trays,Surestep Econ Add-A-Foley Tray,PH240152141158,,,,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Stone Removal,Components - Labels/Inserts,PH240152141030,,,,Plastipak
INT,UCC,Total Acute Urology,Urological Drainage,IC Temp Sensing Silicone Strips,IC Temp Sensing Silicone Strip,PH240152141127,,,,PowerPort
INT,SUR,Hernia,Groin Hernia,Groin Open,Adhesix,PH240131941042,,,,PowerPort
INT,PI,Peripheral Vascular Disease,Stents PVD,Lifestar,Lifestar,PH240113741044,,,,PowerPort
INT,UCC,Total Home Care Sales,PureWick Home Care,PureWick Male Home Care,PureWick Male External HC,PH240153141076,,,,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,IC Specialty Foley,IC Xtra Heavy Wide,PH240152141116,,,,Purewick catheter
INT,UCC,Total BD UCC Other,Temporary Pacing Electrodes,Temporary Pacing Electrodes,Semi-Floater,PH240154141031,,,,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Angiomed Ureterals,PH240152141012,,,,Purewick catheter
INT,PI,Oncology,Brachy,Brachy SourceLink,Source Cap,PH240154141056,,,,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Silicone Trays,Surestep W/Sil Coat W/UM,PH240152141214,,,,Purewick catheter
INT,PI,Oncology,Catheter Group,Chronic CVC Catheters,Trifusion Apheresis Catheters,PH240111041038,,,,Purewick catheter
INT,UCC,Endourology,Visualization,Scopes - Aptra,Scopes - Aptra,PH240152241007,,,,Purewick device
INT,PI,End Stage Kidney Disease,Chronic Dialysis Catheters,Chronic Dialysis,Decathlon DF,PH240112141000,,,,Purewick catheter
INT,PI,End Stage Kidney Disease,Drug Coated Balloons ESKD,Lutonix 035 (AV),Lutonix LP AV,PH240112141053,,,,PowerPort
INT,PI,Peripheral Vascular Disease,PTA PVD,Ultraverse,Ultraverse RX,PH240113741033,,,,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,Other Urology,Urine Tubing,PH240152141201,,,,Purewick catheter
INT,PI,Oncology,Ports,Ports,Powerport,PH240111041023,,,,PowerPort
INT,PI,Oncology,Other Biopsy,Other Biopsy,Gamma Finder III Disposables,PH240111041108,,,,Plastipak
INT,UCC,Total Acute Urology,Urological Drainage,Criticore Temp Sensing Sil Strips,Sil Temp Sensing Strip,PH240152141074,,,,ChloraPrep
INT,PI,Oncology,Ports,Ports,Dual Lumen Ports,PH240111041019,,,,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Foley Trays,Criticore Disp-Foley Trays,PH240152141085,,,,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,Urethral Cath - Hospital Sales,Bard Whistle Tip Int Cath,PH240152141227,,,,Purewick catheter
INT,PI,Oncology,Other IS,Distributed Non-IS,Distributed Non-IS,PH230400041897,,,Unknown BU cannot confirm,
INT,UCC,Endourology,Stone Disposables,Stents,Multilength Stents,PH240152141026,,,,Purewick catheter
INT,UCC,Total Home Care Sales,Urology Home Care,Silicone Hydrophilic,Personal Cath Sil Hydro,PH240153141045,,,,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Dilation Products,Phillips Follower,PH240152141007,,,,Plastipak
INT,PI,Oncology,Biopsy Needles and Accessories,TREK,TREK,PH240111041056,,,,Purewick catheter
INT,PI,Oncology,Vacuum Assisted,Encor Probes,Encor MRI Probes,PH240111041062,,,,Purewick catheter
INT,PI,End Stage Kidney Disease,Chronic Dialysis Catheters,Chronic Dialysis,Reliance XK,PH240112141007,,,,Purewick catheter
INT,PI,BD PI Other,OEM,Interventional OEM,Interventional OEM,PH240110541064,,,,Powerport
INT,UCC,Total Home Care Sales,Urology Home Care,Non-Bard Drainage (BMD),Non-Bard Drainage (Bmd),PH240154141003,,,,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Laser Technology,Holmium Laser Fibers,PH240152141010,,,,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Criticore Accessories,Monitor Parts & Repair,PH240152141071,,,,Purewick canister & tubing
INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,2-Way 30cc,PH240152141171,,,,PowerPort
INT,PI,End Stage Kidney Disease,Dialysis Access Grafts,AV Grafts,Access Grafts,PH240112141011,,,,Purewick catheter
INT,SUR,Hernia,Ventral,Lap Ventral,Sepramesh IP,PH240131941032,,,,PowerPort
INT,UCC,Total BD UCC Other,Airway,Specialty Tubes,Esph Tubes,PH240154141044,,,,Purewick canister & tubing
INT,UCC,Total Acute Urology,Urological Drainage,IC Temp Sensing Latex Trays,Surestep Cc Bdx Ic Temp Sens,PH240152141124,,,,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,BladderScan,BBS Revolution,PH240152141241,,,,PowerPort
INT,UCC,Endourology,Stone Disposables,Stents,Silicone Stents,PH240152141028,,,,Purewick catheter
INT,PI,Oncology,Catheter Group,Chronic CVC Catheters,Groshong Catheters,PH240111041035,,,,Purewick catheter
INT,SUR,Performance Irrigation and Other Surgery,Performance Irrigation,Laparoscopic,Endoflo Irrigator,PH240130241009,,,,PowerPort
INT,PI,End Stage Kidney Disease,Dialysis Access Grafts,AV Grafts,Venaflo2,PH240112141013,,,,Powerport
INT,PI,End Stage Kidney Disease,Chronic Dialysis Catheters,Chronic Dialysis,Pristine,PH240112141067,,,,Purewick catheter
INT,UCC,Total Home Care Sales,Urology Home Care,PVC Catheters,PVC Coude,PH240153141034,,,,Purewick catheter
INT,UCC,Targeted Temperature Management,Arctic Sun,Arctic Sun-Hardware,Arctic Sun-Hrdware Repl Parts,PH240151141026,,,,Plastipak
INT,SUR,Plastic & Reconstruction Surgery,Galatea,Galatea,GalaFLEX Lite,PH240131941086,,,,PowerPort
INT,PI,Oncology,Vacuum Assisted,Vacora Capital,Vacora Capital,PH240111041068,,,,Veritor device
INT,PI,Peripheral Vascular Disease,Stents PVD,E-Luminexx,E-Luminexx Biliary,PH240113741042,,,,PowerPort
INT,PI,BD PI Other,Electrophysiology Products,Conventional,Electrode Specials,PH240110541033,,,,Purewick catheter
INT,PI,Peripheral Vascular Disease,Drug Coated Balloons PVD,Lutonix,Lutonix 220,PH240113741040,,,,PowerPort
INT,PI,Oncology,Ports,Ports,Powerport VUE MRI,PH240111041031,,,,PowerPort
INT,SUR,Plastic & Reconstruction Surgery,Galatea,Galatea,GalaFLEX,PH240131941083,,,,PowerPort
INT,PI,Oncology,Markers,Senomark Markers,Ultracor,PH240111041075,,,,Safety LOK (Safety Wingset)
INT,SUR,Hernia,Groin Hernia,Groin Open,Kugel Patch,PH240131941045,,,,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Other Urology,Stylets,PH240152141200,,,,Purewick catheter
INT,PI,Peripheral Vascular Disease,Drug Coated Balloons PVD,Lutonix,Lutonix BTK,PH240113741037,,,,PowerPort
INT,SUR,Plastic & Reconstruction Surgery,Galatea,Galatea,GalaFLEX 3D,PH240131941084,,,,PowerPort
INT,PI,Peripheral Vascular Disease,Venous,Venclose,Venclose Maven Catheter,PH240113741091,,,,Purewick catheter
INT,PI,Peripheral Vascular Disease,Heart,True Valvuloplasty,True Flow Dilatation,PH240113741028,,,,PowerPort
INT,SUR,Hernia,Groin Hernia,Groin Open,Modified Onflex,PH240131941050,,,,PowerPort
INT,PI,Peripheral Vascular Disease,Drug Coated Balloons PVD,Lutonix,Lutonix 300mm,PH240113741063,,,,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Silicone Trays,W/All Sil W/UM,PH240152141216,,,,Purewick catheter
INT,UCC,Total BD UCC Other,Wound Drainage,Other Drains - BMD,Sump Drains,PH240154141019,,,,Purewick catheter
INT,PI,Oncology,Ports,Ports,Apheresis Ports,PH240111041015,,,,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Foley Trays,Surestep Cc Disp Foley Trays,PH240152141086,,,,Purewick catheter
INT,SUR,Biosurgery,TissuePatch,TissuePatch,TissuePatchDural,PH240134241024,,,,PowerPort
INT,UCC,Endourology,Stone Disposables,Ureterals,Polyureth Spiral,PH240152141036,,,,Purewick catheter
INT,PI,BD PI Other,Electrophysiology Products,Conventional,Woven Diag Multipole,PH240110541044,,,,Powerport
INT,SUR,Hernia,Groin Hernia,Plugs,Phasix Plug,PH240131941052,,,,PowerPort
INT,PI,Peripheral Vascular Disease,Stents PVD,Lifestent,Lifestent 5mm,PH240113741047,,,,PowerPort
INT,SUR,Performance Irrigation and Other Surgery,Performance Irrigation,Laparoscopic,Streamline,PH240130241012,,,,PowerPort
INT,SUR,Plastic & Reconstruction Surgery,Galatea,Galatea,GalaFLEX 3DR,PH240131941085,,,,PowerPort
INT,PI,Peripheral Vascular Disease,Heart,True Valvuloplasty,Vida Dilatation,PH240113741029,,,,Powerport
