SEG,BU,Platform,Product Category,Product Line,Product Set ,Set ID, Act Rev , Act Units ,COMMENTS,"Exemplar Product 
(Use)"
INT,PI,Oncology,Other IS,MANNFORD OEM,MANNFORD OEM,PH230400041899," $52,375 "," 112,564 ",,PowerPort
INT,PI,End Stage Kidney Disease,Chronic Dialysis Catheters,Chronic Dialysis,Hemostar,PH240112141004," $16,729,256 "," 112,295 ",,Purewick catheter
INT,PI,Oncology,Markers,UltraClip Markers,Ultraclip,PH240111041077," $7,930,192 "," 103,181 ",,Safety LOK (Safety Wingset)
INT,SUR,Hernia,Groin Hernia,Groin Open,Mesh Flats,PH240131941048," $3,821,163 "," 100,975 ",,PowerPort
INT,UCC,Total Home Care Sales,Urology Home Care,Silicone Catheters,Insertion Trays - Sil,PH240153141069," $2,031,370 "," 100,536 ",,Purewick catheter
INT,SUR,Hernia,Groin Hernia,Groin Lap,3D Max Enhancement,PH240131941070," $26,988,465 "," 100,356 ",,Hypak for Antico
INT,UCC,Total Acute Urology,Urological Drainage,Drain Bags,C/S Bag Antireflux Valve,PH240152141081," $506,989 "," 98,904 ",,Purewick canister & tubing
INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,2-Way 5cc,PH240152141172," $783,516 "," 91,788 ",,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Silicone Trays,Surestep Ltx Free Tray W/UM,PH240152141211," $1,633,001 "," 90,620 ",,Purewick catheter
INT,UCC,Total Home Care Sales,Urology Home Care,Non BD ISC,Laprocath ISC,PH240153141067," $120,441 "," 90,025 ",,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Malecots,PH240152141013," $1,289,830 "," 89,966 ",,Purewick catheter
INT,UCC,Total BD UCC Other,Temporary Pacing Electrodes,Temporary Pacing Electrodes,Balloon Electrodes,PH240154141028," $11,521,766 "," 88,107 ",,Purewick catheter
INT,PI,Peripheral Vascular Disease,Venous,Filters,Denali,PH240112141032," $92,856,621 "," 86,083 ",,Hypak for Antico
INT,UCC,Total Home Care Sales,Urology Home Care,Touchless Catheter,Touchless Catheter,PH240153141050," $224,787 "," 85,508 ",,Purewick catheter
INT,PI,BD PI Other,Peripheral Intervention Freight & Rebates,Freight Revenue,Freight Revenue,PH240110541000," $2,667,745 "," 85,398 ","BU confirms, accounting term",
INT,PI,Oncology,Brachy,Brachy SourceLink,SourceLink,PH240154141059," $2,245,752 "," 85,065 ",,PowerPort
INT,PI,Oncology,Vacuum Assisted,EleVation,EleVation - Disposable,PH240111041070," $18,652,953 "," 83,007 ",,Safety LOK (Safety Wingset)
INT,PI,End Stage Kidney Disease,PTA ESKD,Dorado,Dorado,PH240112141026," $15,673,574 "," 82,949 ",,Purewick catheter
INT,UCC,Total Home Care Sales,Urology Home Care,Tubing,Mec Accessories,PH240153141052," $241,827 "," 82,131 ",,Purewick catheter
INT,UCC,Endourology,Endourology Other,Urology Miscellaneous,Ellik Disposable,PH240152141048," $1,121,807 "," 80,646 ",,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Ureterals,Wov Uret Whistle,PH240152141046," $1,603,703 "," 79,449 ",,Purewick catheter
INT,PI,Oncology,CHRONIC DRAINAGE,PleurX,PLEURX CATHETERS,PH230400041890," $40,765,936 "," 79,258 ",,Safety LOK (Safety Wingset)
INT,PI,Oncology,Biopsy Needles and Accessories,Core Needle Biopsy,Histocore,PH240111041046," $2,493,111 "," 79,011 ",,Safety LOK (Safety Wingset)
INT,UCC,Total Acute Urology,Urological Drainage,IC Specialty Foley,IC Councill,PH240152141115," $1,349,942 "," 77,989 ",,Purewick catheter
INT,PI,Oncology,Ports,Ports,Powerport ISP MRI,PH240111041027," $25,861,240 "," 77,936 ",,Hypak for Antico
INT,PI,End Stage Kidney Disease,PTA ESKD,Atlas Gold PTA,Atlas Gold PTA,PH240112141021," $22,643,346 "," 77,405 ",,Purewick catheter
INT,SUR,Hernia,Ventral,Lap Ventral,Ventralight ST,PH240131941033," $45,357,360 "," 76,177 ",,Purewick device
INT,PI,Peripheral Vascular Disease,Venous,Venclose,Venclose Accessories,PH240113741093," $1,209,938 "," 74,312 ",,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,I/C Add-A-Foley,IC Add-A-Foleu,PH240152141087," $609,097 "," 73,170 ",,PowerPort
INT,SUR,Performance Irrigation and Other Surgery,Performance Irrigation,Pulsed Lavage,Solo Simpulse,PH240130241017," $3,887,577 "," 72,501 ",,ChloraPrep
INT,PI,End Stage Kidney Disease,PTA ESKD,Atlas PTA,Atlas PTA,PH240112141022," $19,979,088 "," 72,335 ",,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,Latex Strips,Pediatric Foleys,PH240152141143," $454,695 "," 72,002 ",,PowerPort
INT,PI,End Stage Kidney Disease,Chronic Dialysis Catheters,Chronic Dialysis,Hemosplit,PH240112141003," $13,702,819 "," 71,309 ",,Purewick catheter
INT,SUR,Hernia,Groin Hernia,Plugs,Light Plug,PH240131941047," $8,133,192 "," 71,251 ",,PowerPort
INT,UCC,Total Home Care Sales,Urology Home Care,Biopsy - BMD,Maxcore,PH240153141013," $2,211,759 "," 71,085 ",,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,IC Temp Sensing Silicone Trays,Silicone Ictray W/Bag-Statlock,PH240152141131," $2,106,744 "," 70,880 ",,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,IC Temp Sensing Latex Trays,Bdx I/C Temp Sensing W/Statlo,PH240152141121," $1,869,081 "," 70,552 ",,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,Silicone Trays,Surestep Ltx Free Tray W/ Bag,PH240152141210," $769,305 "," 70,220 ",,Purewick catheter
INT,UCC,Total BD UCC Other,Wound Drainage,Other Drains - BMD,T-Tube / Bile Bags,PH240154141020," $416,852 "," 68,163 ",,Purewick catheter
INT,UCC,Targeted Temperature Management,TTM Disposables,Arctic Sun-Disposables,Arctic Sun-Disposables,PH240151141077," $96,689,270 "," 67,966 ",,Hypak for Antico
INT,SUR,Hernia,Ventral,Other Ventral Synthetic,Ventral Flats,PH240131941028," $4,597,896 "," 67,567 ",,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,3-Way Coude,PH240152141177," $1,146,257 "," 66,228 ",,PowerPort
INT,PI,Oncology,Catheter Group,Chronic CVC Catheters,Powerline Catheters,PH240111041037," $18,770,640 "," 64,843 ",,Purewick catheter
INT,PI,Oncology,Ports,Ports,Powerport Clearvue Slim,PH240111041025," $21,926,137 "," 64,060 ",,PowerPort
INT,PI,Oncology,Biopsy Needles and Accessories,Core Needle Biopsy,Evocore,PH240111041088," $1,647,209 "," 62,498 ",,Safety LOK (Safety Wingset)
INT,UCC,Total Acute Urology,Fecal Drainage,Fecal Rectal Tubes,Rectal Tubes,PH240152141064," $1,282,831 "," 59,979 ",,Purewick canister & tubing
INT,PI,Peripheral Vascular Disease,Drug Coated Balloons PVD,Lutonix,Lutonix SFA,PH240113741039," $42,846,012 "," 58,595 ",,Hypak for Antico
INT,PI,End Stage Kidney Disease,Chronic Dialysis Catheters,Chronic Dialysis,Equistream,PH240112141001," $12,573,290 "," 58,044 ",,Purewick catheter
INT,PI,Peripheral Vascular Disease,Heart,Clearsteam PTCA,PTCA Clearstream Balloons,PH240113741009," $9,600,891 "," 57,948 ",,Safety LOK (Safety Wingset)
INT,SUR,Hernia,Fixation,Absorbable Fixation,Sorbafix,PH240131941017," $17,400,505 "," 55,422 ",,Safety LOK (Safety Wingset)
INT,PI,Oncology,Diagnostic Trays,Trays,SAFETY TRAYS,PH230400041893," $1,214,923 "," 54,503 ",,Purewick catheter
INT,UCC,Total BD UCC Other,Airway,NG Tubes,NG Tube W/Lopez Valve,PH240154141034," $351,668 "," 54,050 ",,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Ureterals,Polyureth Cone,PH240152141034," $623,984 "," 53,270 ",,Purewick catheter
INT,PI,Oncology,Catheter Group,Chronic CVC Catheters,Broviac Hickman Leonard Catheters,PH240111041033," $8,191,034 "," 51,745 ",,Purewick catheter
INT,SUR,Biosurgery,Surgical Sealants,Surgical Sealants,Progel Kits,PH240134241006," $38,061,136 "," 50,239 ",,Purewick device
INT,SUR,Hernia,Groin Hernia,Groin Open,Preshapes,PH240131941055," $1,836,735 "," 50,195 ",,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Latex Trays,Economy Drainage Latex Tray,PH240152141149," $476,446 "," 49,240 ",,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Dilation Products,Heyman Followers,PH240152141006," $1,256,831 "," 48,664 ",,Plastipak
INT,PI,Oncology,Brachy,Brachy Seeds,Palladium Seeds,PH240154141055," $1,502,234 "," 48,629 ",,PowerPort
INT,PI,Oncology,Markers,Senomark Markers,Senomark,PH240111041072," $3,452,149 "," 47,524 ",,Safety LOK (Safety Wingset)
INT,PI,Peripheral Vascular Disease,PTA PVD,Ultraverse,Ultraverse 018,PH240113741031," $8,066,042 "," 46,762 ",,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Stents,Ureteral Stents,PH240152141029," $4,644,202 "," 45,949 ",,Purewick catheter
INT,SUR,Biosurgery,TissuePatch,TissuePatch,TissuePatchSF,PH240134241023," $10,605,890 "," 45,890 ",,PowerPort
INT,PI,Peripheral Vascular Disease,PAD Mechanical,Seeker,Seeker,PH240113741026," $7,174,364 "," 45,195 ",,Safety LOK (Safety Wingset)
INT,SUR,Infection Prevention - Surgical,Hair Removal,Clippers,Clipper Hardware,PH230200041702," $1,251,216 "," 45,158 ",,Safety LOK (Safety Wingset)
INT,UCC,Endourology,Stone Disposables,Dilation Products,Access Sheath,PH240152141002," $5,999,930 "," 44,448 ",,Plastipak
INT,UCC,Total Acute Urology,Urological Drainage,IC Temp Sensing Silicone Trays,Surestep Sil Ic Tray W/UMStatlock,PH240152141133," $1,533,617 "," 44,240 ",,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,Uro 3-Way 30cc,PH240152141186," $675,320 "," 43,836 ",,PowerPort
INT,PI,BD PI Other,OEM,Clearstream OEM,OEM Clearstream Catheters,PH240110541062," $3,335,445 "," 43,548 ",,Purewick catheter
INT,PI,Oncology,Ports,Ports,Powerport MRI,PH240111041028," $13,919,893 "," 41,819 ",,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Other Urology,Airways/ Miscellaneous,PH240152141193," $390,563 "," 41,383 ",,Purewick catheter
INT,PI,Peripheral Vascular Disease,PAD Mechanical,Rotarex Catheters,Rotarex Catheters,PH240113741062," $69,050,410 "," 40,319 ",,Hypak for Antico
INT,UCC,Total Acute Urology,Urological Drainage,IC Specialty Foley,IC 3-Way 5cc,PH240152141114," $509,418 "," 39,946 ",,Purewick catheter
INT,PI,Peripheral Vascular Disease,Stents PVD,E-Luminexx,E-Luminexx Vascular,PH240113741043," $21,446,559 "," 39,648 ",,PowerPort
INT,PI,Peripheral Vascular Disease,Heart,True Valvuloplasty,True Dilatation,PH240113741027," $30,170,609 "," 39,273 ",,Hypak for Antico
INT,PI,Oncology,Drainage,Navarre,Navarre Accessories,PH240111041082," $940,914 "," 38,587 ",,Purewick catheter
INT,PI,Oncology,Catheter Group,Chronic CVC Catheters,Catheter Accessories,PH240111041034," $5,537,725 "," 38,426 ",,Purewick catheter
INT,UCC,Total Home Care Sales,Urology Home Care,Biopsy - BMD,Magnum Needle - BPV,PH240153141012," $547,785 "," 38,150 ",,Safety LOK (Safety Wingset)
INT,PI,Peripheral Vascular Disease,Stents PVD,Lifestent,LifeStent 5FR,PH240113741050," $19,720,258 "," 36,374 ",,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,75cc,PH240152141180," $540,079 "," 36,089 ",,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Midstream Collection Devices,Midstream Bens,PH240152141168," $160,001 "," 34,820 ",,Purewick catheter
INT,PI,Peripheral Vascular Disease,Venous,Cones/Snares,Snares,PH240112141031," $15,985,419 "," 33,999 ",,Purewick catheter
INT,SUR,Hernia,Ventral,Open Ventral,Ventrio ST,PH240131941039," $28,166,066 "," 33,945 ",,Purewick device
INT,UCC,Endourology,Stone Disposables,Stone Removal,Nitinol Disposable,PH240152141032," $5,955,910 "," 33,846 ",,Purewick canister & tubing
INT,UCC,Total Acute Urology,Urological Drainage,Urethral Cath - Hospital Sales,Bard Red Rubber Hsp,PH240152141226," $91,865 "," 33,480 ",,Purewick catheter
INT,PI,Peripheral Vascular Disease,PTA PVD,Ultraverse,Ultraverse 014,PH240113741030," $5,735,133 "," 31,740 ",,Purewick catheter
INT,PI,Oncology,Ports,Ports,VAccess CT,PH240111041032," $5,847,443 "," 31,680 ",,PowerPort
INT,PI,Oncology,Biopsy Needles and Accessories,Core Needle Biopsy,Other Biopsy Needles,PH240111041052," $808,361 "," 31,044 ",,Safety LOK (Safety Wingset)
INT,UCC,Total Acute Urology,Urological Drainage,Other Urology,Catheter Plugs Large/Small,PH240152141194," $55,967 "," 30,751 ",,Plastipak
INT,PI,End Stage Kidney Disease,Stents and Stent Grafts ESKD,Covera,Covera,PH240112141038," $52,944,724 "," 30,504 ",,Hypak for Antico
INT,SUR,Hernia,Complex Abdominal Wall Reconstruction,Phasix,Phasix ST,PH240131941009," $81,770,839 "," 30,081 ",,Hypak for Antico
INT,UCC,Endourology,Stone Disposables,Balloons,Angiomed Guides,PH240152141000," $6,737,963 "," 29,721 ",,PowerPort
INT,PI,Peripheral Vascular Disease,Stents PVD,Lifestream,Lifestream,PH240113741051," $44,566,297 "," 29,678 ",,Hypak for Antico
INT,UCC,Total Acute Urology,Urological Drainage,Latex Trays,Surestep Latex 350cc Tray,PH240152141160," $475,935 "," 29,170 ",,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Ureterals,Polyureth Whistle,PH240152141037," $317,439 "," 28,863 ",,Purewick catheter
INT,SUR,Hernia,Ventral,Lap Ventral,Echo 2.0,PH240131941031," $27,921,019 "," 28,546 ",,Purewick device
INT,UCC,Total Acute Urology,Urological Drainage,Urethral Trays,Urethral W/Latex,PH240152141231," $27,349 "," 28,520 ",,Purewick catheter
INT,PI,Peripheral Vascular Disease,Venous,Venovo,Venovo (LD Venous Stent),PH240113741053," $35,305,545 "," 28,313 ",,Hypak for Antico
INT,PI,Oncology,Ports,Ports,Powerport Slim,PH240111041029," $9,177,128 "," 27,883 ",,PowerPort
INT,UCC,Endourology,Endourology Other,Urology Procedure Trays,Provena Solo 4FR DL / 3FR SL,PH240152141060," $1,174,373 "," 27,468 ",,Purewick catheter
INT,SUR,Hernia,Ventral,Umbilical Ventral,Provena 4FR DL / 3FR SL,PH240131941021," $11,273,973 "," 27,044 ",,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,Uro 2-Way 5cc,PH240152141185," $534,481 "," 26,684 ",,PowerPort
INT,SUR,Performance Irrigation and Other Surgery,Performance Irrigation,Laparoscopic,All Other,PH240130241008," $513,183 "," 25,674 ",,Purewick catheter
INT,PI,End Stage Kidney Disease,Stents and Stent Grafts ESKD,Fluency,Fluency,PH240112141041," $37,893,325 "," 25,631 ",,Hypak for Antico
INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,Uro 3-Way 5cc,PH240152141187," $256,509 "," 25,428 ",,PowerPort
INT,PI,Oncology,Markers,Senomark Markers,Gel Mark,PH240111041071," $1,757,758 "," 24,832 ",,Safety LOK (Safety Wingset)
INT,UCC,Total BD UCC Other,Temporary Pacing Electrodes,Temporary Pacing Electrodes,Nbih & Goetz Electrodes,PH240154141029," $4,067,053 "," 24,295 ",,Purewick catheter
INT,SUR,Performance Irrigation and Other Surgery,Performance Irrigation,Pulsed Lavage,Simpulse Plus,PH240130241016," $895,663 "," 24,100 ",,ChloraPrep
INT,SUR,Hernia,Ventral,Lap Ventral,Ventralight ST W/ Echo PS LX,PH240131941035," $17,185,560 "," 23,728 ",,Purewick device
INT,PI,Oncology,Ports,Ports,Clearvue Bumpless,PH240111041017," $8,304,924 "," 23,154 ",,PowerPort
INT,SUR,Biosurgery,Surgical Sealants,Surgical Sealants,Progel Tips,PH240134241007," $2,834,172 "," 23,070 ",,PowerPort
INT,SUR,Hernia,Groin Hernia,Groin Open,Modified Kugel Patch,PH240131941049," $2,912,506 "," 22,991 ",,PowerPort
INT,PI,Peripheral Vascular Disease,Drug Coated Balloons PVD,Lutonix,Lutonix 018,PH240113741041," $24,837,824 "," 22,406 ",,PowerPort
INT,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,Silicone 400 Kits,PH240154141012," $123,106 "," 21,980 ",,PowerPort
INT,PI,Oncology,Brachy,Brachy Equipment,Third-party Equipment,PH240154141053," $844,906 "," 21,806 ",,Safety LOK (Safety Wingset)
INT,UCC,Total Acute Urology,Urological Drainage,Silicone Trays,W/Sil Coat W/UM,PH240152141217," $238,110 "," 20,800 ",,Purewick catheter
INT,PI,Oncology,BIOPSY,Biopsy Products,SOFT TISSUE MANUAL,PH230400041874," $139,899 "," 20,170 ",,Neopak
INT,SUR,Hernia,Fixation,Absorbable Fixation,Optifix,PH240131941014," $7,034,852 "," 19,956 ",,Safety LOK (Safety Wingset)
INT,UCC,Total Home Care Sales,LMS Urology,Liberator - Other Basic Drainage,Other,PH240153141002," $10,806 "," 19,733 ",,Purewick catheter
INT,PI,Oncology,CHRONIC DRAINAGE,PERITX,PERITX CATHETERS,PH240111041092," $10,452,817 "," 19,516 ",,Purewick catheter
INT,PI,Peripheral Vascular Disease,PTA PVD,Other PTA,Halo One,PH240113741022," $2,162,717 "," 19,342 ",,PowerPort
INT,SUR,Hernia,Ventral,Other Ventral Synthetic,Ventral Soft Mesh,PH240131941030," $6,099,172 "," 18,979 ",,PowerPort
INT,PI,End Stage Kidney Disease,Drug Coated Balloons ESKD,Lutonix 035 (AV),Lutonix AV,PH240112141029," $15,367,908 "," 18,959 ",,PowerPort
INT,SUR,Hernia,Ventral,Lap Ventral,Ventralight ST W/ Echo PS,PH240131941034," $18,359,296 "," 18,955 ",,Purewick device
INT,UCC,Endourology,Stone Disposables,Ureterals,Polyureth Olive,PH240152141035," $217,418 "," 18,840 ",,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,IC Latex Trays,Surestep Brdx Ic W/350cc Urine Meter,PH240152141100," $298,897 "," 18,780 ",,Purewick catheter
INT,PI,Peripheral Vascular Disease,PTA PVD,Other PTA,Micro-Introducer Kit,PH240113741023," $571,312 "," 18,723 ",,PowerPort
INT,SUR,Performance Irrigation and Other Surgery,Performance Irrigation,Pulsed Lavage,Varicare,PH240130241018," $1,024,854 "," 18,210 ",,ChloraPrep
INT,UCC,Total Acute Urology,Urological Drainage,Latex Trays,Economy Add-A-Foley Tray,PH240152141148," $156,412 "," 18,120 ",,Purewick catheter
INT,UCC,Endourology,Stone Disposables,Percutaneous Drainage,Polureth Olive,PH240152141019," $198,633 "," 18,050 ",,Purewick catheter
INT,PI,Peripheral Vascular Disease,Stents PVD,Lifestent,Lifestent Vascular,PH240113741049," $9,891,615 "," 17,994 ",,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Non-IC Specialty Foleys,3-Way 5cc,PH240152141176," $121,252 "," 17,825 ",,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Urethral Cath - Hospital Sales,Bard Latex Int Cath,PH240152141225," $63,358 "," 17,400 ",,Purewick catheter
INT,PI,Oncology,Other Biopsy,Other Biopsy,Gamma Finders,PH240111041079," $298,779 "," 17,330 ",,Plastipak
INT,PI,Peripheral Vascular Disease,Peripheral Grafts,PV Grafts,Carboflo,PH240113741000," $5,641,295 "," 17,131 ",,PowerPort
INT,SUR,Hernia,Groin Hernia,Groin Open,Onflex,PH240131941051," $2,767,619 "," 16,838 ",,PowerPort
INT,SUR,Hernia,Complex Abdominal Wall Reconstruction,Phasix,Phasix Flat Mesh,PH240131941013," $60,392,357 "," 16,774 ",,Hypak for Antico
INT,UCC,Endourology,Endourology Other,Urology Procedure Trays,Std Urology Tray,PH240152141059," $3,817,752 "," 16,613 ",,Purewick catheter
INT,SUR,Infection Prevention - Surgical,PurPrep,PurPrep,10.5 ml,PH230200041735," $55,852 "," 16,300 ",,Purewick catheter
INT,UCC,Total BD UCC Other,Wound Drainage,Closed Wound Suction,Miscellaneous Reliavac,PH240154141009," $53,898 "," 15,600 ",,PowerPort
INT,PI,Peripheral Vascular Disease,PTA PVD,UltraScore/Vascutrak,Ultrascore,PH240113741035," $8,119,255 "," 15,554 ",,PowerPort
INT,SUR,Infection Prevention - Surgical,Surgical Wound Irrigation,Surgiphor,Dual Irrigation Solution,PH230200041741," $1,146,555 "," 15,439 ",,ChloraPrep
INT,UCC,Targeted Temperature Management,TTM Other,Arctic Sun-Accessories,Arctic Sun-Accessories,PH240151141104," $1,538,881 "," 15,432 ",,Safety LOK (Safety Wingset)
INT,PI,End Stage Kidney Disease,Chronic Dialysis Catheters,Chronic Dialysis Accessories,Dialysis Accessories,PH240112141010," $1,199,215 "," 15,401 ",,PowerPort
INT,UCC,Total Acute Urology,Urological Drainage,Drain Bags,Bulk Non-Sterile 4L/B,PH240152141080," $38,775 "," 15,400 ",,Purewick canister & tubing
INT,SUR,Hernia,Fixation,Absorbable Fixation,Optifix AT,PH240131941015," $8,698,952 "," 15,372 ",,Safety LOK (Safety Wingset)
INT,PI,BD PI Other,Peripheral Intervention Freight & Rebates,OUS Freight,OUS Freight,PH240110541002," $362,323 "," 15,283 ","BU confirms, accounting term",
INT,PI,Oncology,Catheter Group,Chronic CVC Catheters,Powerhickman Catheters,PH240111041036," $5,197,929 "," 15,073 ",,Purewick catheter
INT,UCC,Endourology,Endourology Other,Urology Miscellaneous,Wov Ureth Coude,PH240152141047," $408,253 "," 15,051 ",,Purewick catheter
INT,UCC,Total Acute Urology,Urological Drainage,IC Lubrisil Trays,Surestep Lubri Ic Tray W/Um,PH240152141110," $257,352 "," 14,990 ",,Purewick catheter
