,SEG,BU,Business Unit,Sub BU,Sub Business Unit,Platform ID,Platform,Product Category ID,Product Category,Product Line ID,Product Line,Product Set ID,Product Set,Product Subset ID,Product Subset ,Material ID,Material Description,Material ID Description,BU + Material, FY 25 Actual Revenue , FY 25 Actual Units , COMMENTS ,CAT 11 (USE)
912,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103300,PS Safety,PH210330021650,Component,PH210330034250,Ultrasafe,PH210330041184,Passive Plunger Rod Color,PH210320051385,1mlL,47447702,ULTRASAFE X100L PR LIGHT BLUE SSL SDZ,47447702-ULTRASAFE X100L PR LIGHT BLUE SSL SDZ,PS-47447702,"$330,393 ","4,500,000",,Safety wingset
913,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021150,Component,PH210310032050,PFS Component,PH210310041052,Bulk Plunger Rod,PH210310051109,1mlL,47523308,HYPAK PR1MLL PP BROWN PMS470,47523308-HYPAK PR1MLL PP BROWN PMS470,PS-47523308,"$51,265 ","4,500,000",,Vacutainer tubes
914,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401521,Total Acute Urology,PH240152121002,Urological Drainage,PH240152131068,Foley Care,PH240152141199,Pericare,PH240152151199,Pericare,DFC100,FOLEY CARE,DFC100-FOLEY CARE,UCC-DFC100,"$5,539,044 ","4,494,960",,Purewick canister & tubing
915,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021003,Safety Hypodermic Products,PH210230031030,Emerald Saf-T-Combos,PH210230041159,Low Cost Syr w/SND,PH210230051284,3ml Syr w/Ndl w/SND,307862,SYRINGE SAFETY 3ML LL 22X1 AN CURITIBA,307862-SYRINGE SAFETY 3ML LL 22X1 AN CURITIBA,MDS-307862,"$199,942 ","4,477,001",,Plastipak
916,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401521,Total Acute Urology,PH240152121002,Urological Drainage,PH240152131022,Drain Bags,PH240152141078,Bag Antireflux Chamber,PH240152151078,Bag Antireflux Chamber,154002,C/S D/B W/ANTI-REFLUX FFS,154002-C/S D/B W/ANTI-REFLUX FFS,UCC-154002,"$11,077,606 ","4,475,096",,Purewick canister & tubing
917,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2104000,Peripherally Inserted Intravenous Catheters,PH210400021006,PIVC - Outcome-Driven,PH210400031053,Autoguard w/ Blood Control,PH210400041231,IAGBC,PH210400051367,IAGBC,381033,INSYTE AUTOG BC GLOBAL PNK 20GA X 1.0IN,381033-INSYTE AUTOG BC GLOBAL PNK 20GA X 1.0IN,MDS-381033,"$3,717,175 ","4,472,150",,Safety Wingset
918,BDM,MDS,Medication Delivery Solutions (MDS),ISD,Infusion Preparation & Delivery,2301100,Gravity and Syringe Delivery,PH230100021001,GSD Primary Sets,PH230100031097,GSD Primary Sets - Advanced Non-ARD,PH230100041196,General,PH230100051205,General,10802688,GRAV 10DP CKV 3 Y-SITE DEHP FREE,10802688-GRAV 10DP CKV 3 Y-SITE DEHP FREE,MDS-10802688,"$8,039,285 ","4,459,200",,Vacutainer tubes
919,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021003,Safety Hypodermic Products,PH210230031030,Emerald Saf-T-Combos,PH210230041159,Low Cost Syr w/SND,PH210230051284,3ml Syr w/Ndl w/SND,307864,SYRINGE SAFETY 3ML LL 23X1 AN CURITIBA,307864-SYRINGE SAFETY 3ML LL 23X1 AN CURITIBA,MDS-307864,"$189,017 ","4,430,000",,Plastipak
920,BLS,SM,Specimen Management,SM,Specimen Management,2109004,Specimen Acquisition,PH210900421600,ABG,PH210900433550,ABG Conventional,PH210900441205,ABG Conventional,PH210900451218,ABG Conventional,364413,SYR ABG PRESET 1(.6) S/T 23X1 CE,364413-SYR ABG PRESET 1(.6) S/T 23X1 CE,SM-364413,"$2,761,244 ","4,399,892",,Plastipak
921,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031004,3pc Conventional Small - SYRINGE ONLY,PH210230041047,Cust Spec Syr Only,PH210230051086,3ml,302106,SYRINGE 3ML LS,302106-SYRINGE 3ML LS,MDS-302106,"$188,759 ","4,383,200",,Plastipak
922,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031046,3pc Conventional Large - SYRINGE ONLY,PH210230041217,Cust Spec Syr Only,PH210230051087,50ml,303288,SYRINGE 50ML LL INDIA,303288-SYRINGE 50ML LL INDIA,MDS-303288,"$1,779,414 ","4,374,040",,Plastipak
923,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021003,Safety Hypodermic Products,PH210230031027,Blunt Fill Needle / Combo,PH210230041142,BFN FILTER LARGEBORE,PH210230051260,BFN FILTER LONG LNTH,305236,NEEDLE FILTER BLUNT FILL 18X1-1/2 BNS,305236-NEEDLE FILTER BLUNT FILL 18X1-1/2 BNS,MDS-305236,"$777,766 ","4,348,000",,Safety Wingset
924,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031005,Allergy Syringe,PH210230041052,Syringe with Needle,PH210230051102,1ml Perm Attach,305542,SYRINGE ALLERGY 1ML W/NDL 27X3/8 RB,305542-SYRINGE ALLERGY 1ML W/NDL 27X3/8 RB,MDS-305542,"$599,663 ","4,344,000",,Plastipak
925,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031011,Emerald - COMBOS,PH210230041076,5ml Syringes w/Ndl,PH210230051142,5ml Syringes w/Ndl,307742,SYRINGE 5ML LS 21X1-1/2 DN EMERALD,307742-SYRINGE 5ML LS 21X1-1/2 DN EMERALD,MDS-307742,"$303,895 ","4,343,600",,Plastipak
926,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031000,2-Piece Conventional - COMBOS,PH210230041002,2ml Syringe with Ndl,PH210230051002,2ml Syringe with Ndl,302788,SYRINGE 2ML 23GX1 DISCARDIT RUSSIA,302788-SYRINGE 2ML 23GX1 DISCARDIT RUSSIA,MDS-302788,"$218,450 ","4,338,700",,
927,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2104000,Peripherally Inserted Intravenous Catheters,PH210400021006,PIVC - Outcome-Driven,PH210400031053,Autoguard w/ Blood Control,PH210400041231,IAGBC,PH210400051367,IAGBC,381044,INSYTE AUTOG BC GLOBAL GRN 18GA X 1.16IN,381044-INSYTE AUTOG BC GLOBAL GRN 18GA X 1.16IN,MDS-381044,"$3,310,975 ","4,333,842",,Safety Wingset
928,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021250,Stopper,PH210310033000,Stopper High Tier,PH210310041115,BSCF/BCF/BCA,PH210310051137,5ml,47267210,HYPAK BSCF5ML 4023/50GR FLUROTEC DHB,47267210-HYPAK BSCF5ML 4023/50GR FLUROTEC DHB,PS-47267210,"$2,601,307 ","4,328,946",,Vacutainer tubes
929,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032650,Hypak legacy - Biotech,PH210310041095,SCF Luer,PH210310051214,2.25ml,47224341,HYPAK SCF 2.25ML RF LLA3 W/O TYVEK,47224341-HYPAK SCF 2.25ML RF LLA3 W/O TYVEK,PS-47224341,"$2,273,667 ","4,320,000",,Hypak for Antico
930,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021150,Component,PH210310032050,PFS Component,PH210310041052,Bulk Plunger Rod,PH210310051111,1mlL Short,47523908,HYPAK PRC1MLL PP BROWN PMS470,47523908-HYPAK PRC1MLL PP BROWN PMS470,PS-47523908,"$38,824 ","4,320,000",,Vacutainer tubes
931,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032800,Neopak,PH210310041146,SCF Needle RNS,PH210310051368,1mlL,47621710,NEOPAK 1MLL27G1/2 5BSTWRFS RNSBD260HSDHB,47621710-NEOPAK 1MLL27G1/2 5BSTWRFS RNSBD260HSDHB,PS-47621710,"$3,635,426 ","4,316,640",,
932,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032750,Hypak for Biotech,PH210310041135,SCF Needle RNS,PH210310051339,1mlL,47433510,PIR3-097 SCF1MLL27G1/25BSTW RNSTPE LWBTH,47433510-PIR3-097 SCF1MLL27G1/25BSTW RNSTPE LWBTH,PS-47433510,"$2,403,664 ","4,311,840",,Hypak for Vaccine
933,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2104000,Peripherally Inserted Intravenous Catheters,PH210400021006,PIVC - Outcome-Driven,PH210400031058,Nexiva,PH210400041246,Nexiva Single Port,PH210400051385,Max Zero - 1,383552,NEXIVA 22 GA X 1.00IN SP WITH MAXZERO,383552-NEXIVA 22 GA X 1.00IN SP WITH MAXZERO,MDS-383552,"$18,013,747 ","4,309,891",,Safety Wingset
934,BLS,SM,Specimen Management,SM,Specimen Management,2109004,Specimen Acquisition,PH210900421600,ABG,PH210900433550,ABG Conventional,PH210900441205,ABG Conventional,PH210900451218,ABG Conventional,364415,SYR ABG PRESET 1(.6) S/T 25X5/8 CE,364415-SYR ABG PRESET 1(.6) S/T 25X5/8 CE,SM-364415,"$3,470,484 ","4,306,553",,Plastipak
935,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031004,3pc Conventional Small - SYRINGE ONLY,PH210230041043,3cc Syringes Only - Hypodermic,PH210230051074,803 ST SY BNS,990581,SYRINGE PLASTIPAK 3ML S/T S/SU 1000,990581-SYRINGE PLASTIPAK 3ML S/T S/SU 1000,MDS-990581,"$136,491 ","4,294,999",,Plastipak
936,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103300,PS Safety,PH210330021650,Component,PH210330034250,Ultrasafe,PH210330041183,Passive Plunger Rod Clear,PH210320051383,1mlL,47442902,ULTRASAFE X100L PR CLEAR SSL CLG,47442902-ULTRASAFE X100L PR CLEAR SSL CLG,PS-47442902,"$240,666 ","4,293,000",,Safety wingset
937,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421400,Other Core Micro,PH211100434850,Anaerobics,PH211100441181,Gaspak EZ Pouch,PH211100451310,Gaspak EZ Pouch,260683,Pouch Gaspak Ez Anaerobe System,260683-Pouch Gaspak Ez Anaerobe System,DS-260683,"$8,914,853 ","4,266,455",,Vacutainer tubes
938,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021003,Safety Hypodermic Products,PH210230031039,SafetyGlide - NEEDLES ONLY,PH210230041187,Customer Special Ndl,PH210230051321,SMALL BORE NEEDLE,306609,NEEDLE SFTYGLD 25X5/8 RB MCK,306609-NEEDLE SFTYGLD 25X5/8 RB MCK,MDS-306609,"$375,978 ","4,261,000",,Safety Wingset
939,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021150,Component,PH210310032050,PFS Component,PH210310041053,Bulk Backstop,PH210310051114,10ml,47094806,BACKSTOP10ML PP CLEAR,47094806-BACKSTOP10ML PP CLEAR,PS-47094806,"$553,910 ","4,259,655",,Vacutainer tubes
940,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103300,PS Safety,PH210330021650,Component,PH210330034250,Ultrasafe,PH210330041180,Passive Finger Flange Color,PH210320051375,0.5-1mlL,47531102,ULTRASAFE X50 X100L AFF BEIGE 7502C,47531102-ULTRASAFE X50 X100L AFF BEIGE 7502C,PS-47531102,"$802,829 ","4,251,744",,Safety wingset
941,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421350,Clinical Media,PH211100434650,Plated Media - Clinical,PH211100441166,Plated Media,PH211100451283,Plated Media,257306,PLATE COL CNA AG 5PRCT SB IMPROVED 120EA,257306-PLATE COL CNA AG 5PRCT SB IMPROVED 120EA,DS-257306,"$1,812,617 ","4,251,360",,Vacutainer tubes
942,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121150,Tubes - Chemistry,PH210900132200,PT Serum,PH210900141100,SERUM PLASTIC HEMO,PH210900151101,SERUM PLASTIC HEMO,367837,TUBE PLN PLH 13X100 6.0 BLBLCE RD,367837-TUBE PLN PLH 13X100 6.0 BLBLCE RD,SM-367837,"$407,210 ","4,247,600",,Vacutainer tubes
943,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421400,Other Core Micro,PH211100434800,Transport,PH211100441176,OEM Swabs,PH211100451301,OEM Swabs,220138,Cultureswab BBL Plus-Gel,220138-Cultureswab BBL Plus-Gel,DS-220138,"$456,433 ","4,240,000",,Vacutainer tubes
944,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032350,Hypak for Acute,PH210310041129,SCF Luer PRTC,PH210310051326,2.25ml,47341826,HYPAK SCF2.25ML RF PRTCFM27 PPL,47341826-HYPAK SCF2.25ML RF PRTCFM27 PPL,PS-47341826,"$1,589,162 ","4,229,900",,Hypak for Antico
945,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2104000,Peripherally Inserted Intravenous Catheters,PH210400021005,PIVC - Value-Driven,PH210400031044,AngioCath - PlastiCath,PH210400041203,Angiocath,PH210400051339,Angiocath,38833314,"ANGIOCATH 20GA X 1,16IN 1,1 X 30MM","38833314-ANGIOCATH 20GA X 1,16IN 1,1 X 30MM",MDS-38833314,"$1,125,364 ","4,215,800",,Safety Wingset
946,BLS,SM,Specimen Management,SM,Specimen Management,2109004,Specimen Acquisition,PH210900421950,Wingsets,PH210900435000,Safety Wingset SLBCS Pre-Attached,PH210900441275,SLBCS Pre-Attached,PH210900451299,SLBCS Pre-Attached,368652,Wingset SLBCS 21x.75 12 Preattached,368652-Wingset SLBCS 21x.75 12 Preattached,SM-368652,"$3,357,735 ","4,204,650",,Safety Wingset
947,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021003,Safety Hypodermic Products,PH210230031029,Eclipse - NEEDLES ONLY,PH210230041156,SMALL BORE NEEDLE,PH210230051278,SHORT LENGTH,30281464,NEEDLE 23X1 LL ECLIPSE,30281464-NEEDLE 23X1 LL ECLIPSE,MDS-30281464,"$226,133 ","4,203,902",,Safety Wingset
948,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2104000,Peripherally Inserted Intravenous Catheters,PH210400021006,PIVC - Outcome-Driven,PH210400031058,Nexiva,PH210400041246,Nexiva Single Port,PH210400051319,No Connector,383511,NEXIVA 24 GA X 3/4 IN SINGLE PORT,383511-NEXIVA 24 GA X 3/4 IN SINGLE PORT,MDS-383511,"$11,722,275 ","4,198,326",,Safety Wingset
949,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031003,3pc Conventional - OTHER,PH210230041032,5cc PTK5 Mex,PH210230051051,5cc w/Needle,308617,SYRINGE 5ML LL 21GA 1-1/4IN PTK 5,308617-SYRINGE 5ML LL 21GA 1-1/4IN PTK 5,MDS-308617,"$955,258 ","4,191,583",,Plastipak
950,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421700,Industrial Microbiology,PH211100436800,Plated Media - Industrial,PH211100441315,Refrigerated Plates,PH211100451565,Ind Plates Std,257637,Plate TSA W LP IC-XT Pack Rodac 100Ea,257637-Plate TSA W LP IC-XT Pack Rodac 100Ea,DS-257637,"$5,156,515 ","4,188,600",,Vacutainer tubes
951,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021200,Glass Container,PH210310032400,Hypak for Vaccine,PH210310041137,SCF Luer PRTC,PH210310051343,1.25ml,47409830,HYPAK SCF1.25ML RFS PRTC7025/65 PP HFV,47409830-HYPAK SCF1.25ML RFS PRTC7025/65 PP HFV,PS-47409830,"$3,032,253 ","4,185,700",,Hypak for Vaccine
952,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2104000,Peripherally Inserted Intravenous Catheters,PH210400021005,PIVC - Value-Driven,PH210400031050,Venflon 2,PH210400041225,Venflon,PH210400051361,Venflon,391452,VENFLON 2 PNK 20GA IV CANNULA,391452-VENFLON 2 PNK 20GA IV CANNULA,MDS-391452,"$1,511,304 ","4,180,100",,Safety Wingset
953,BLS,SM,Specimen Management,SM,Specimen Management,2109004,Specimen Acquisition,PH210900421950,Wingsets,PH210900435000,Safety Wingset SLBCS Pre-Attached,PH210900441275,SLBCS Pre-Attached,PH210900451299,SLBCS Pre-Attached,368655,Wingset SLBCS 23x.75 7 Preattached,368655-Wingset SLBCS 23x.75 7 Preattached,SM-368655,"$2,255,281 ","4,174,775",,Safety Wingset
954,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421400,Other Core Micro,PH211100434800,Transport,PH211100441159,CultureSwab,PH211100451275,OEM Swabs,220116,Cultureswab Plus Amies W/O Charc Single,220116-Cultureswab Plus Amies W/O Charc Single,DS-220116,"$1,543,579 ","4,171,548",,Vacutainer tubes
955,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103300,PS Safety,PH210330021650,Component,PH210330034250,Ultrasafe,PH210330041194,Plus Passive Plunger Rod White,PH210320051401,2.25ml,47534712,ULTRASAFE PLUS 225 PR WHITE CCL,47534712-ULTRASAFE PLUS 225 PR WHITE CCL,PS-47534712,"$1,563,020 ","4,165,560",,Safety wingset
956,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2104000,Peripherally Inserted Intravenous Catheters,PH210400021005,PIVC - Value-Driven,PH210400031045,Insyte Catheters,PH210400041208,Insyte W,PH210400051344,Insyte W,381312,INSYTE-W WINGED YEL 24GA X 0.75IN,381312-INSYTE-W WINGED YEL 24GA X 0.75IN,MDS-381312,"$2,077,128 ","4,158,350",,Safety Wingset
957,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2104000,Peripherally Inserted Intravenous Catheters,PH210400021005,PIVC - Value-Driven,PH210400031056,Insyte Autoguard,PH210400041238,IAG,PH210400051376,IAG,381844,INSYTE AUTOGUARD GN 18GA X 1.16IN,381844-INSYTE AUTOGUARD GN 18GA X 1.16IN,MDS-381844,"$3,300,130 ","4,157,016",,Safety Wingset
958,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421550,ID/AST,PH211100435950,Phoenix Reagents,PH211100441252,Phoenix Inoculum Broth,PH211100451443,Phoenix Inoculum Bro,246011,Phoenix Ast Broth 4.5Ml,246011-Phoenix Ast Broth 4.5Ml,DS-246011,"$2,474,104 ","4,155,403",,BACTEC vials
959,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2104000,Peripherally Inserted Intravenous Catheters,PH210400021005,PIVC - Value-Driven,PH210400031056,Insyte Autoguard,PH210400041238,IAG,PH210400051376,IAG,381523,INSYTE AUTOGUARD WINGED BL 22GA X 1.0IN,381523-INSYTE AUTOGUARD WINGED BL 22GA X 1.0IN,MDS-381523,"$6,571,916 ","4,150,550",,Safety Wingset
960,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121150,Tubes - Chemistry,PH210900132250,PT SST,PH210900141103,SST II PLASTIC HEMO,PH210900151104,SST II PLASTIC HEMO,365301,TUBE SST II PLH 13X100 5.0 BC NAT,365301-TUBE SST II PLH 13X100 5.0 BC NAT,SM-365301,"$493,589 ","4,147,900",,Vacutainer tubes
961,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021250,Stopper,PH210310032950,Stopper Mid Tier,PH210310041110,NSCF,PH210310051271,1mlL,47248810,HYPAK NSCF1MLL FM257/2DCKGR SI1000,47248810-HYPAK NSCF1MLL FM257/2DCKGR SI1000,PS-47248810,"$651,997 ","4,146,000",,Vacutainer tubes
962,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421350,Clinical Media,PH211100434650,Plated Media - Clinical,PH211100441166,Plated Media,PH211100451283,Plated Media,221291,Plate TSA II SB // Mac II 100 EA,221291-Plate TSA II SB // Mac II 100 EA,DS-221291,"$2,052,372 ","4,142,200",,Vacutainer tubes
963,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121000,Microtainer,PH210900131100,Microtainer Map,PH210900141004,MICROTAINER MAP,PH210900151004,MICROTAINER MAP,363705,TUBE MICRO K2 EDTA LAV MAP CE,363705-TUBE MICRO K2 EDTA LAV MAP CE,SM-363705,"$1,835,306 ","4,134,050",,Vacutainer tubes
964,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2104000,Peripherally Inserted Intravenous Catheters,PH210400021005,PIVC - Value-Driven,PH210400031045,Insyte Catheters,PH210400041209,Insyte,PH210400051345,Insyte,381234,INSYTE PNK 20GA X 1.16IN,381234-INSYTE PNK 20GA X 1.16IN,MDS-381234,"$2,217,810 ","4,132,922",,Safety Wingset
965,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031009,Conventional Needles,PH210230041067,Large Bore Needles,PH210230051125,DISP NDLE REG BEV TW,300005,AG DESC PRECISIONGLIDE 40X16,300005-AG DESC PRECISIONGLIDE 40X16,MDS-300005,"$106,117 ","4,132,200",,Plastipak
966,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121350,Tubes - Hematology,PH210900131900,PT EDTA,PH210900141075,EDTA PLASTIC HEMO,PH210900151075,EDTA PLASTIC HEMO,368843,TUBE EDTA PLH 13X75 2.0 SLBL D/BL,368843-TUBE EDTA PLH 13X75 2.0 SLBL D/BL,SM-368843,"$328,392 ","4,121,900",,Vacutainer tubes
967,BDM,MDS,Medication Delivery Solutions (MDS),INJ,Medication Delivery & Vascular Care,2102300,Hypodermic Products,PH210230021000,Conventional Hypodermic Products,PH210230031046,3pc Conventional Large - SYRINGE ONLY,PH210230041217,Cust Spec Syr Only,PH210230051087,50ml,300869,SYRINGE 50ML LL AMBER,300869-SYRINGE 50ML LL AMBER,MDS-300869,"$2,239,863 ","4,118,040",,Plastipak
968,BLS,SM,Specimen Management,SM,Specimen Management,2109001,Lab Specimen Management,PH210900121350,Tubes - Hematology,PH210900131900,PT EDTA,PH210900141075,EDTA PLASTIC HEMO,PH210900151075,EDTA PLASTIC HEMO,368270,TUBE EDTA K3 PLH 13X75 4.0 SLBL,368270-TUBE EDTA K3 PLH 13X75 4.0 SLBL,SM-368270,"$297,894 ","4,108,200",,Vacutainer tubes
969,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021150,Component,PH210310032050,PFS Component,PH210310041052,Bulk Plunger Rod,PH210310051112,1.5ml,47573508,HYPAK PR1.5ML PP COOL GRN 0353 FLUR TRD,47573508-HYPAK PR1.5ML PP COOL GRN 0353 FLUR TRD,PS-47573508,"$114,314 ","4,105,500",,Vacutainer tubes
970,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021100,Plastic Container,PH210310031850,Uniject,PH210310041035,SCF Needle,PH210310051070,1ml,47610587,UNIJECT 1ML 23GA 3/8IN TW GEN,47610587-UNIJECT 1ML 23GA 3/8IN TW GEN,PS-47610587,"$870,244 ","4,105,020",,Vacutainer tubes
971,BDM,PS,Pharmaceutical Systems,PS,Pharmaceutical Systems,2103100,Prefillable Systems,PH210310021250,Stopper,PH210310032900,Stopper Low Tier,PH210310041106,NSCF,PH210310051247,1mlL,47028410,HYPAK NSCF1MLL PH701/50CBLK SI1000,47028410-HYPAK NSCF1MLL PH701/50CBLK SI1000,PS-47028410,"$616,552 ","4,098,000",,Vacutainer tubes
